Usage_time,Battery,Temp1,Temp2,Temp3,LFoot_x,LFoot_y,LFoot_z,RFoot_x,RFoot_y,RFoot_z,LFootCOP_x,LFootCOP_y,RFootCOP_x,RFootCOP_y,LFootCOP_value,LFootCOP_vector_x,LFootCOP_vector_y,RFootCOP_value,RFootCOP_vector_x,RFootCOP_vector_y,LFoot_time_travel,RFoot_time_travel,LH_Abd_Temp,LH_Rot_Temp,LH_Flex_Temp,LK_Temp,LA_Lat_Temp,LA_Med_Temp,RH_Abd_Temp,RH_Rot_Temp,RH_Flex_Temp,RK_Temp,RA_Lat_Temp,RA_Med_Temp,LH_Abd_Amp,LH_Rot_Amp,LH_Flex_Amp,LK_Amp,LA_Lat_Amp,LA_Med_Amp,RH_Abd_Amp,RH_Rot_Amp,RH_Flex_Amp,RK_Amp,RA_Lat_Amp,RA_Med_Amp
00:00:22:521,88,86.0,47.0,48.0,42500.0,0.0,0.0,42600.0,0.0,0.0,-53.0,-11.0,99.0,12.0,10.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,96.0,97.0,43.0,16.0,85.0,85.0,89.0,48.0,69.0,87.0,28.0,66.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0
00:00:22:573,88,86.0,47.0,48.0,42700.0,0.0,0.0,42600.0,0.0,0.0,-53.0,-11.0,92.0,54.0,0.0,30.0,30.0,15.0,30.0,-30.0,3.0,3.0,96.0,97.0,43.0,16.0,85.0,85.0,89.0,48.0,69.0,87.0,28.0,66.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0
00:00:22:629,88,86.0,47.0,48.0,42700.0,0.0,0.0,42800.0,0.0,0.0,97.0,1.0,92.0,54.0,18.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,96.0,97.0,43.0,16.0,85.0,85.0,89.0,48.0,69.0,87.0,28.0,66.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0
00:00:22:629,88,86.0,47.0,48.0,42900.0,0.0,0.0,42800.0,0.0,0.0,97.0,1.0,157.0,-19.0,0.0,30.0,30.0,15.0,30.0,-30.0,3.0,3.0,96.0,97.0,43.0,16.0,85.0,85.0,89.0,48.0,69.0,87.0,28.0,66.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0
00:00:22:737,88,11.0,87.0,27.0,42900.0,0.0,0.0,42800.0,0.0,0.0,97.0,1.0,157.0,-19.0,0.0,30.0,30.0,15.0,30.0,-30.0,3.0,3.0,28.0,96.0,47.0,41.0,88.0,86.0,66.0,87.0,57.0,79.0,79.0,63.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0
00:00:22:737,88,11.0,87.0,27.0,42900.0,0.0,0.0,43000.0,0.0,0.0,-22.0,-64.0,157.0,-19.0,24.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,28.0,96.0,47.0,41.0,88.0,86.0,66.0,87.0,57.0,79.0,79.0,63.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0
00:00:22:781,88,11.0,87.0,27.0,43100.0,0.0,0.0,43000.0,0.0,0.0,-22.0,-64.0,225.0,-78.0,0.0,30.0,30.0,20.0,30.0,-30.0,3.0,3.0,28.0,96.0,47.0,41.0,88.0,86.0,66.0,87.0,57.0,79.0,79.0,63.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0
00:00:22:822,88,11.0,87.0,27.0,43100.0,0.0,0.0,43200.0,0.0,0.0,115.0,-7.0,225.0,-78.0,26.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,28.0,96.0,47.0,41.0,88.0,86.0,66.0,87.0,57.0,79.0,79.0,63.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0
00:00:22:874,88,11.0,87.0,27.0,43300.0,0.0,0.0,43200.0,0.0,0.0,115.0,-7.0,98.0,25.0,0.0,30.0,30.0,17.0,30.0,-30.0,3.0,3.0,28.0,96.0,47.0,41.0,88.0,86.0,66.0,87.0,57.0,79.0,79.0,63.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0
00:00:22:964,88,11.0,87.0,27.0,43300.0,0.0,0.0,43400.0,0.0,0.0,-18.0,-41.0,98.0,25.0,11.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,28.0,96.0,47.0,41.0,88.0,86.0,66.0,87.0,57.0,79.0,79.0,63.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0
00:00:22:984,88,11.0,87.0,27.0,43500.0,0.0,0.0,43400.0,0.0,0.0,-18.0,-41.0,119.0,-68.0,0.0,30.0,30.0,18.0,30.0,-30.0,3.0,3.0,28.0,96.0,47.0,41.0,88.0,86.0,66.0,87.0,57.0,79.0,79.0,63.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0
00:00:23:031,88,11.0,87.0,27.0,43500.0,0.0,0.0,43600.0,0.0,0.0,-25.0,69.0,119.0,-68.0,25.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,28.0,96.0,47.0,41.0,88.0,86.0,66.0,87.0,57.0,79.0,79.0,63.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0
00:00:23:082,88,11.0,87.0,27.0,43700.0,0.0,0.0,43600.0,0.0,0.0,-25.0,69.0,-2.0,26.0,0.0,30.0,30.0,30.0,30.0,-30.0,3.0,3.0,28.0,96.0,47.0,41.0,88.0,86.0,66.0,87.0,57.0,79.0,79.0,63.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0
00:00:23:134,88,11.0,87.0,27.0,43700.0,0.0,0.0,43800.0,0.0,0.0,-28.0,-8.0,-2.0,26.0,16.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,28.0,96.0,47.0,41.0,88.0,86.0,66.0,87.0,57.0,79.0,79.0,63.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0
00:00:23:187,88,11.0,87.0,27.0,43900.0,0.0,0.0,43800.0,0.0,0.0,-28.0,-8.0,-42.0,68.0,0.0,30.0,30.0,17.0,30.0,-30.0,3.0,3.0,28.0,96.0,47.0,41.0,88.0,86.0,66.0,87.0,57.0,79.0,79.0,63.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0
00:00:23:208,88,23.0,66.0,74.0,43900.0,0.0,0.0,43800.0,0.0,0.0,-28.0,-8.0,-42.0,68.0,0.0,30.0,30.0,17.0,30.0,-30.0,3.0,3.0,57.0,49.0,41.0,10.0,73.0,42.0,62.0,77.0,73.0,35.0,59.0,72.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0
00:00:23:241,88,23.0,66.0,74.0,43900.0,0.0,0.0,44000.0,0.0,0.0,124.0,-15.0,-42.0,68.0,22.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,57.0,49.0,41.0,10.0,73.0,42.0,62.0,77.0,73.0,35.0,59.0,72.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0
00:00:23:292,88,23.0,66.0,74.0,44100.0,0.0,0.0,44000.0,0.0,0.0,124.0,-15.0,-59.0,24.0,0.0,30.0,30.0,11.0,30.0,-30.0,3.0,3.0,57.0,49.0,41.0,10.0,73.0,42.0,62.0,77.0,73.0,35.0,59.0,72.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0
00:00:23:343,88,23.0,66.0,74.0,44100.0,0.0,0.0,44200.0,0.0,0.0,82.0,-19.0,-59.0,24.0,30.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,57.0,49.0,41.0,10.0,73.0,42.0,62.0,77.0,73.0,35.0,59.0,72.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0
00:00:23:396,88,23.0,66.0,74.0,44300.0,0.0,0.0,44200.0,0.0,0.0,82.0,-19.0,231.0,-80.0,0.0,30.0,30.0,11.0,30.0,-30.0,3.0,3.0,57.0,49.0,41.0,10.0,73.0,42.0,62.0,77.0,73.0,35.0,59.0,72.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0
00:00:23:447,88,23.0,66.0,74.0,44300.0,0.0,0.0,44400.0,0.0,0.0,90.0,-22.0,231.0,-80.0,27.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,57.0,49.0,41.0,10.0,73.0,42.0,62.0,77.0,73.0,35.0,59.0,72.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0
00:00:23:498,88,23.0,66.0,74.0,44500.0,0.0,0.0,44400.0,0.0,0.0,90.0,-22.0,-28.0,46.0,0.0,30.0,30.0,21.0,30.0,-30.0,3.0,3.0,57.0,49.0,41.0,10.0,73.0,42.0,62.0,77.0,73.0,35.0,59.0,72.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0
00:00:23:551,88,23.0,66.0,74.0,44500.0,0.0,0.0,44600.0,0.0,0.0,152.0,33.0,-28.0,46.0,22.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,57.0,49.0,41.0,10.0,73.0,42.0,62.0,77.0,73.0,35.0,59.0,72.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0
00:00:23:603,88,23.0,66.0,74.0,44700.0,0.0,0.0,44600.0,0.0,0.0,152.0,33.0,52.0,16.0,0.0,30.0,30.0,21.0,30.0,-30.0,3.0,3.0,57.0,49.0,41.0,10.0,73.0,42.0,62.0,77.0,73.0,35.0,59.0,72.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0
00:00:23:654,88,23.0,66.0,74.0,44700.0,0.0,0.0,44800.0,0.0,0.0,207.0,16.0,52.0,16.0,26.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,57.0,49.0,41.0,10.0,73.0,42.0,62.0,77.0,73.0,35.0,59.0,72.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0
00:00:23:707,88,23.0,66.0,74.0,44900.0,0.0,0.0,44800.0,0.0,0.0,207.0,16.0,116.0,80.0,0.0,30.0,30.0,13.0,30.0,-30.0,3.0,3.0,57.0,49.0,41.0,10.0,73.0,42.0,62.0,77.0,73.0,35.0,59.0,72.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0
00:00:23:718,88,55.0,97.0,10.0,44900.0,0.0,0.0,44800.0,0.0,0.0,207.0,16.0,116.0,80.0,0.0,30.0,30.0,13.0,30.0,-30.0,3.0,3.0,78.0,55.0,13.0,78.0,16.0,2.0,61.0,87.0,45.0,79.0,56.0,39.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0
00:00:23:763,88,55.0,97.0,10.0,44900.0,0.0,0.0,45000.0,0.0,0.0,114.0,30.0,116.0,80.0,14.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,78.0,55.0,13.0,78.0,16.0,2.0,61.0,87.0,45.0,79.0,56.0,39.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0
00:00:23:812,88,55.0,97.0,10.0,45100.0,0.0,0.0,45000.0,0.0,0.0,114.0,30.0,-57.0,-27.0,0.0,30.0,30.0,11.0,30.0,-30.0,3.0,3.0,78.0,55.0,13.0,78.0,16.0,2.0,61.0,87.0,45.0,79.0,56.0,39.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0
00:00:23:863,88,55.0,97.0,10.0,45100.0,0.0,0.0,45200.0,0.0,0.0,167.0,61.0,-57.0,-27.0,27.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,78.0,55.0,13.0,78.0,16.0,2.0,61.0,87.0,45.0,79.0,56.0,39.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0
00:00:23:915,88,55.0,97.0,10.0,45300.0,0.0,0.0,45200.0,0.0,0.0,167.0,61.0,229.0,41.0,0.0,30.0,30.0,25.0,30.0,-30.0,3.0,3.0,78.0,55.0,13.0,78.0,16.0,2.0,61.0,87.0,45.0,79.0,56.0,39.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0
00:00:23:968,88,55.0,97.0,10.0,45300.0,0.0,0.0,45400.0,0.0,0.0,-5.0,-17.0,229.0,41.0,23.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,78.0,55.0,13.0,78.0,16.0,2.0,61.0,87.0,45.0,79.0,56.0,39.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0
00:00:24:020,88,55.0,97.0,10.0,45500.0,0.0,0.0,45400.0,0.0,0.0,-5.0,-17.0,20.0,-27.0,0.0,30.0,30.0,26.0,30.0,-30.0,3.0,3.0,78.0,55.0,13.0,78.0,16.0,2.0,61.0,87.0,45.0,79.0,56.0,39.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0
00:00:24:034,87,55.0,97.0,10.0,45500.0,0.0,0.0,45400.0,0.0,0.0,-5.0,-17.0,20.0,-27.0,0.0,30.0,30.0,26.0,30.0,-30.0,3.0,3.0,78.0,55.0,13.0,78.0,16.0,2.0,61.0,87.0,45.0,79.0,56.0,39.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0
00:00:24:073,87,55.0,97.0,10.0,45500.0,0.0,0.0,45600.0,0.0,0.0,-71.0,39.0,20.0,-27.0,10.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,78.0,55.0,13.0,78.0,16.0,2.0,61.0,87.0,45.0,79.0,56.0,39.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0
00:00:24:124,87,55.0,97.0,10.0,45700.0,0.0,0.0,45600.0,0.0,0.0,-71.0,39.0,191.0,6.0,0.0,30.0,30.0,22.0,30.0,-30.0,3.0,3.0,78.0,55.0,13.0,78.0,16.0,2.0,61.0,87.0,45.0,79.0,56.0,39.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0
00:00:24:177,87,55.0,97.0,10.0,45700.0,0.0,0.0,45800.0,0.0,0.0,207.0,-6.0,191.0,6.0,20.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,78.0,55.0,13.0,78.0,16.0,2.0,61.0,87.0,45.0,79.0,56.0,39.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0
00:00:24:215,87,48.0,61.0,79.0,45700.0,0.0,0.0,45800.0,0.0,0.0,207.0,-6.0,191.0,6.0,20.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,1.0,89.0,91.0,30.0,26.0,39.0,22.0,24.0,77.0,90.0,80.0,52.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0
00:00:24:231,87,48.0,61.0,79.0,45900.0,0.0,0.0,45800.0,0.0,0.0,207.0,-6.0,79.0,-17.0,0.0,30.0,30.0,12.0,30.0,-30.0,3.0,3.0,1.0,89.0,91.0,30.0,26.0,39.0,22.0,24.0,77.0,90.0,80.0,52.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0
00:00:24:282,87,48.0,61.0,79.0,45900.0,0.0,0.0,46000.0,0.0,0.0,132.0,-68.0,79.0,-17.0,24.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,1.0,89.0,91.0,30.0,26.0,39.0,22.0,24.0,77.0,90.0,80.0,52.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0
00:00:24:333,87,48.0,61.0,79.0,46100.0,0.0,0.0,46000.0,0.0,0.0,132.0,-68.0,155.0,17.0,0.0,30.0,30.0,19.0,30.0,-30.0,3.0,3.0,1.0,89.0,91.0,30.0,26.0,39.0,22.0,24.0,77.0,90.0,80.0,52.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0
00:00:24:385,87,48.0,61.0,79.0,46100.0,0.0,0.0,46200.0,0.0,0.0,-5.0,-78.0,155.0,17.0,17.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,1.0,89.0,91.0,30.0,26.0,39.0,22.0,24.0,77.0,90.0,80.0,52.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0
00:00:24:438,87,48.0,61.0,79.0,46300.0,0.0,0.0,46200.0,0.0,0.0,-5.0,-78.0,-35.0,-25.0,0.0,30.0,30.0,29.0,30.0,-30.0,3.0,3.0,1.0,89.0,91.0,30.0,26.0,39.0,22.0,24.0,77.0,90.0,80.0,52.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0
00:00:24:489,87,48.0,61.0,79.0,46300.0,0.0,0.0,46400.0,0.0,0.0,139.0,40.0,-35.0,-25.0,12.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,1.0,89.0,91.0,30.0,26.0,39.0,22.0,24.0,77.0,90.0,80.0,52.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0
00:00:24:541,87,48.0,61.0,79.0,46500.0,0.0,0.0,46400.0,0.0,0.0,139.0,40.0,-58.0,-57.0,0.0,30.0,30.0,24.0,30.0,-30.0,3.0,3.0,1.0,89.0,91.0,30.0,26.0,39.0,22.0,24.0,77.0,90.0,80.0,52.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0
00:00:24:593,87,48.0,61.0,79.0,46500.0,0.0,0.0,46600.0,0.0,0.0,87.0,3.0,-58.0,-57.0,30.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,1.0,89.0,91.0,30.0,26.0,39.0,22.0,24.0,77.0,90.0,80.0,52.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0
00:00:24:644,87,48.0,61.0,79.0,46700.0,0.0,0.0,46600.0,0.0,0.0,87.0,3.0,-58.0,78.0,0.0,30.0,30.0,18.0,30.0,-30.0,3.0,3.0,1.0,89.0,91.0,30.0,26.0,39.0,22.0,24.0,77.0,90.0,80.0,52.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0
00:00:24:697,87,48.0,61.0,79.0,46700.0,0.0,0.0,46800.0,0.0,0.0,41.0,-50.0,-58.0,78.0,10.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,1.0,89.0,91.0,30.0,26.0,39.0,22.0,24.0,77.0,90.0,80.0,52.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0
00:00:24:717,87,64.0,56.0,91.0,46700.0,0.0,0.0,46800.0,0.0,0.0,41.0,-50.0,-58.0,78.0,10.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,15.0,39.0,75.0,84.0,53.0,27.0,67.0,65.0,51.0,94.0,57.0,75.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0
00:00:24:749,87,64.0,56.0,91.0,46900.0,0.0,0.0,46800.0,0.0,0.0,41.0,-50.0,85.0,-71.0,0.0,30.0,30.0,22.0,30.0,-30.0,3.0,3.0,15.0,39.0,75.0,84.0,53.0,27.0,67.0,65.0,51.0,94.0,57.0,75.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0
00:00:24:800,87,64.0,56.0,91.0,46900.0,0.0,0.0,47000.0,0.0,0.0,66.0,-17.0,85.0,-71.0,18.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,15.0,39.0,75.0,84.0,53.0,27.0,67.0,65.0,51.0,94.0,57.0,75.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0
00:00:24:851,87,64.0,56.0,91.0,47100.0,0.0,0.0,47000.0,0.0,0.0,66.0,-17.0,131.0,60.0,0.0,30.0,30.0,17.0,30.0,-30.0,3.0,3.0,15.0,39.0,75.0,84.0,53.0,27.0,67.0,65.0,51.0,94.0,57.0,75.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0
00:00:24:904,87,64.0,56.0,91.0,47100.0,0.0,0.0,47200.0,0.0,0.0,55.0,27.0,131.0,60.0,16.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,15.0,39.0,75.0,84.0,53.0,27.0,67.0,65.0,51.0,94.0,57.0,75.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0
00:00:24:956,87,64.0,56.0,91.0,47300.0,0.0,0.0,47200.0,0.0,0.0,55.0,27.0,14.0,-3.0,0.0,30.0,30.0,16.0,30.0,-30.0,3.0,3.0,15.0,39.0,75.0,84.0,53.0,27.0,67.0,65.0,51.0,94.0,57.0,75.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0
00:00:25:007,87,64.0,56.0,91.0,47300.0,0.0,0.0,47400.0,0.0,0.0,59.0,9.0,14.0,-3.0,12.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,15.0,39.0,75.0,84.0,53.0,27.0,67.0,65.0,51.0,94.0,57.0,75.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0
00:00:25:060,87,64.0,56.0,91.0,47500.0,0.0,0.0,47400.0,0.0,0.0,59.0,9.0,28.0,-77.0,0.0,30.0,30.0,16.0,30.0,-30.0,3.0,3.0,15.0,39.0,75.0,84.0,53.0,27.0,67.0,65.0,51.0,94.0,57.0,75.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0
00:00:25:150,87,64.0,56.0,91.0,47500.0,0.0,0.0,47600.0,0.0,0.0,92.0,-18.0,28.0,-77.0,14.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,15.0,39.0,75.0,84.0,53.0,27.0,67.0,65.0,51.0,94.0,57.0,75.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0
00:00:25:206,87,64.0,56.0,91.0,47700.0,0.0,0.0,47600.0,0.0,0.0,92.0,-18.0,144.0,45.0,0.0,30.0,30.0,11.0,30.0,-30.0,3.0,3.0,15.0,39.0,75.0,84.0,53.0,27.0,67.0,65.0,51.0,94.0,57.0,75.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0
00:00:25:255,87,64.0,56.0,91.0,47700.0,0.0,0.0,47800.0,0.0,0.0,48.0,-75.0,144.0,45.0,20.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,15.0,39.0,75.0,84.0,53.0,27.0,67.0,65.0,51.0,94.0,57.0,75.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0
00:00:25:255,87,14.0,91.0,7.0,47700.0,0.0,0.0,47800.0,0.0,0.0,48.0,-75.0,144.0,45.0,20.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,67.0,80.0,2.0,89.0,3.0,17.0,18.0,79.0,39.0,38.0,18.0,38.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0
00:00:25:349,87,14.0,91.0,7.0,47900.0,0.0,0.0,47800.0,0.0,0.0,48.0,-75.0,-14.0,-33.0,0.0,30.0,30.0,13.0,30.0,-30.0,3.0,3.0,67.0,80.0,2.0,89.0,3.0,17.0,18.0,79.0,39.0,38.0,18.0,38.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0
00:00:25:349,87,14.0,91.0,7.0,47900.0,0.0,0.0,48000.0,0.0,0.0,43.0,-80.0,-14.0,-33.0,14.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,67.0,80.0,2.0,89.0,3.0,17.0,18.0,79.0,39.0,38.0,18.0,38.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0
00:00:25:395,87,14.0,91.0,7.0,48100.0,0.0,0.0,48000.0,0.0,0.0,43.0,-80.0,-45.0,19.0,0.0,30.0,30.0,27.0,30.0,-30.0,3.0,3.0,67.0,80.0,2.0,89.0,3.0,17.0,18.0,79.0,39.0,38.0,18.0,38.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0
00:00:25:443,87,14.0,91.0,7.0,48100.0,0.0,0.0,48200.0,0.0,0.0,-70.0,71.0,-45.0,19.0,27.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,67.0,80.0,2.0,89.0,3.0,17.0,18.0,79.0,39.0,38.0,18.0,38.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0
00:00:25:443,87,14.0,91.0,7.0,48300.0,0.0,0.0,48200.0,0.0,0.0,-70.0,71.0,-63.0,7.0,0.0,30.0,30.0,16.0,30.0,-30.0,3.0,3.0,67.0,80.0,2.0,89.0,3.0,17.0,18.0,79.0,39.0,38.0,18.0,38.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0
00:00:25:553,87,14.0,91.0,7.0,48300.0,0.0,0.0,48400.0,0.0,0.0,106.0,10.0,-63.0,7.0,30.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,67.0,80.0,2.0,89.0,3.0,17.0,18.0,79.0,39.0,38.0,18.0,38.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0
00:00:25:604,87,14.0,91.0,7.0,48500.0,0.0,0.0,48400.0,0.0,0.0,106.0,10.0,181.0,41.0,0.0,30.0,30.0,25.0,30.0,-30.0,3.0,3.0,67.0,80.0,2.0,89.0,3.0,17.0,18.0,79.0,39.0,38.0,18.0,38.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0
00:00:25:647,87,14.0,91.0,7.0,48500.0,0.0,0.0,48600.0,0.0,0.0,181.0,-56.0,181.0,41.0,10.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,67.0,80.0,2.0,89.0,3.0,17.0,18.0,79.0,39.0,38.0,18.0,38.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0
00:00:25:647,87,14.0,91.0,7.0,48700.0,0.0,0.0,48600.0,0.0,0.0,181.0,-56.0,92.0,-51.0,0.0,30.0,30.0,17.0,30.0,-30.0,3.0,3.0,67.0,80.0,2.0,89.0,3.0,17.0,18.0,79.0,39.0,38.0,18.0,38.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0
